Topic,Count,Name,Representation,Representative_Docs,sent_score
87,59,87_restar_aspone_pipperno_somente,"['restar', 'aspone', 'pipperno', 'somente', 'dirceu', 'vão', 'zé', 'do', 'rt', 'klein']","['RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.', 'RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.', 'RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.']",0.7360932230949402
88,59,88_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
89,58,89_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
90,58,90_negócios_detona_sr_melhor,"['negócios', 'detona', 'sr', 'melhor', 'sua', 'pode', 'explicar', 'família', 'os', 'bolsonaro']","['RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…']",0.4696041037296427
91,58,91_bolsonarista_publicamente_marido_votando,"['bolsonarista', 'publicamente', 'marido', 'votando', 'b0lso', 'assusta', 'divergências', 'vive', 'políticas', 'casada']","['Amanda Klein: A jornalista já falou publicamente sobre sua relação com o marido e afirmou que divergências políticas não atrapalham o casamento', 'RT : Amanda Klein: A jornalista já falou publicamente sobre sua relação com o marido e afirmou que divergências políticas não…', 'RT : Amanda Klein: A jornalista já falou publicamente sobre sua relação com o marido e afirmou que divergências políticas não…']",0.7511470780290407
92,58,92_detonada_bolsonarotemrazao_gostou_parece,"['detonada', 'bolsonarotemrazao', 'gostou', 'parece', 'por', 'ser', 'ao', 'na', 'vivo', 'pan']","['RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao']",0.5853742361068726
93,58,93_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
94,58,94_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
95,57,95_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
96,57,96_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
97,57,97_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
98,57,98_reflexão_vejo_forma_repórter,"['reflexão', 'vejo', 'forma', 'repórter', 'outra', 'petista', 'ex', 'ministro', 'rebelo', 'aldo']","['RT : Reflexão do dia; A repórter Amanda Klein pergunta ao ex ministro Petista do Lula ,Aldo Rebelo - Vejo de outra forma. O B…', 'RT : Reflexão do dia; A repórter Amanda Klein pergunta ao ex ministro Petista do Lula ,Aldo Rebelo - Vejo de outra forma. O B…', 'RT : Reflexão do dia; A repórter Amanda Klein pergunta ao ex ministro Petista do Lula ,Aldo Rebelo - Vejo de outra forma. O B…']",0.8640943336905095
99,56,99_vômito_escuta_ânsia_sente,"['vômito', 'escuta', 'ânsia', 'sente', 'comentar', 'qualquer', 'coisa', 'quando', 'quem', 'náuseas']","['RT : Quem mais sente náuseas e ânsia de vômito quando escuta a Amanda Klein comentar qualquer coisa?', 'RT : Quem mais sente náuseas e ânsia de vômito quando escuta a Amanda Klein comentar qualquer coisa?', 'RT : Quem mais sente náuseas e ânsia de vômito quando escuta a Amanda Klein comentar qualquer coisa?']",0.6652432318244662
100,56,100_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
101,56,101_tarcíso_palmeiras_técnicos_paulo,"['tarcíso', 'palmeiras', 'técnicos', 'paulo', 'show', 'senhor', 'tarcísio', 'são', 'importa', 'sabatina']","['RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…', 'RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…', 'RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…']",0.8302645342690604
102,56,102_notícia_compradas_parem_casas,"['notícia', 'compradas', 'parem', 'casas', '51', 'responde', 'marido', 'sobre', 'presidente', 'com']","['RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…']",0.5319727063179016
103,56,103_notícia_compradas_parem_casas,"['notícia', 'compradas', 'parem', 'casas', '51', 'responde', 'marido', 'sobre', 'presidente', 'com']","['RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…']",0.5319727063179016
104,56,104_15_tendo_minutos_seus,"['15', 'tendo', 'minutos', 'seus', 'vera', 'magalhães', 'está', 'de', 'rt', 'klein']","['RT : Amanda Klein está tendo seus 15 minutos de Vera Magalhães.', 'RT : Amanda Klein está tendo seus 15 minutos de Vera Magalhães.', 'RT : Amanda Klein está tendo seus 15 minutos de Vera Magalhães.']",0.8771054148674011
105,56,105_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
106,55,106_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
107,55,107_divergentes_ouvi_los_apenas,"['divergentes', 'ouvi', 'los', 'apenas', 'etc', 'contraponto', 'ouvir', 'ou', 'são', 'vozes']","['RT : PIPERNO GUGA NOBLAT AMANDA KLEIN, etc não são apenas ""vozes divergentes"". Ouvi-los não é ouvir um ""contraponto"" ou u…', 'RT : PIPERNO GUGA NOBLAT AMANDA KLEIN, etc não são apenas ""vozes divergentes"". Ouvi-los não é ouvir um ""contraponto"" ou u…', 'RT : PIPERNO GUGA NOBLAT AMANDA KLEIN, etc não são apenas ""vozes divergentes"". Ouvi-los não é ouvir um ""contraponto"" ou u…']",0.614719569683075
108,55,108_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
109,55,109_detonada_bolsonarotemrazao_gostou_parece,"['detonada', 'bolsonarotemrazao', 'gostou', 'parece', 'por', 'ser', 'ao', 'na', 'vivo', 'pan']","['RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao']",0.5853742361068726
110,55,110_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
111,55,111_15_tendo_minutos_seus,"['15', 'tendo', 'minutos', 'seus', 'vera', 'magalhães', 'está', 'de', 'rt', 'klein']","['RT : Amanda Klein está tendo seus 15 minutos de Vera Magalhães.', 'RT : Amanda Klein está tendo seus 15 minutos de Vera Magalhães.', 'RT : Amanda Klein está tendo seus 15 minutos de Vera Magalhães.']",0.8766021804376082
112,55,112_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
113,55,113_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
114,54,114_verinha_tico_sta_casagrande,"['verinha', 'tico', 'sta', 'casagrande', 'agradeço', 'anita', 'bérgamo', 'monica', 'desde', 'já']","['RT : Desde já, agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Verinha, Casagrande, Tico Sta…', 'RT : Desde já, agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Verinha, Casagrande, Tico Sta…', 'RT : Desde já, agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Verinha, Casagrande, Tico Sta…']",0.7814664829660345
115,54,115_casada_presi_minha_caso,"['casada', 'presi', 'minha', 'caso', 'questiona', 'você', 'perguntando', 'desses', 'casadas', 'particular']","['RT : “Qual a origem desses recursos? Pergunta Amanda Klein a Bolsonaro sobre o caso DINHEIRO VIVO “Amanda, você é casada com um…', 'RT : “Qual a origem desses recursos? Pergunta Amanda Klein a Bolsonaro sobre o caso DINHEIRO VIVO “Amanda, você é casada com um…', 'RT : “Qual a origem desses recursos? Pergunta Amanda Klein a Bolsonaro sobre o caso DINHEIRO VIVO “Amanda, você é casada com um…']",0.7791580348103134
116,54,116_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
117,54,117_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
118,54,118_tarcisão_corinth_sp_querendo,"['tarcisão', 'corinth', 'sp', 'querendo', 'lacrar', 'cima', 'palmeiras', 'técnicos', 'senhor', 'pra']","['RT : Amanda Klein querendo lacrar pra cima do Tarcisão: O Senhor não é de SP? Tarcisão: os técnicos de Palmeiras e Corinth…', 'RT : Amanda Klein querendo lacrar pra cima do Tarcisão: O Senhor não é de SP? Tarcisão: os técnicos de Palmeiras e Corinth…', 'RT : Amanda Klein querendo lacrar pra cima do Tarcisão: O Senhor não é de SP? Tarcisão: os técnicos de Palmeiras e Corinth…']",0.575176927778456
119,54,119_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
120,54,120_aprop_voadora_ministro_semana,"['aprop', 'voadora', 'ministro', 'semana', 'acha', 'dessa', 'ex', 'senhor', 'rebelo', 'aldo']","['RT : A voadora da semana! Amanda Klein pergunta ao ex Ministro de Lula, Aldo Rebelo: Ministro o q o Senhor acha dessa aprop…', 'RT : A voadora da semana! Amanda Klein pergunta ao ex Ministro de Lula, Aldo Rebelo: Ministro o q o Senhor acha dessa aprop…', 'RT : A voadora da semana! Amanda Klein pergunta ao ex Ministro de Lula, Aldo Rebelo: Ministro o q o Senhor acha dessa aprop…']",0.6095479726791382
121,54,121_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
122,54,122_agradecimento_especial_estadão_cnn,"['agradecimento', 'especial', 'estadão', 'cnn', 'aos', 'uol', 'folha', 'globo', 'mônica', 'bergamo']","['RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…', 'RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…', 'RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…']",0.7388883829116821
123,54,123_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
124,54,124_notícia_compradas_parem_casas,"['notícia', 'compradas', 'parem', 'casas', '51', 'responde', 'marido', 'sobre', 'presidente', 'com']","['RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…']",0.5319727063179016
125,54,125_perguntou_pouco_há_saber,"['perguntou', 'pouco', 'há', 'saber', 'durante', 'quer', 'orig', 'brasil', 'agora', 'só']","['RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…', 'RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…', 'RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…']",0.82866924614818
126,54,126_usur_assumido_explica_comunista,"['usur', 'assumido', 'explica', 'comunista', 'porque', 'cansa', 'passar', 'rebelo', 'aldo', 'vergonha']","['RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…', 'RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…', 'RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…']",0.8355886936187744
127,53,127_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
128,53,128_negócios_detona_sr_melhor,"['negócios', 'detona', 'sr', 'melhor', 'sua', 'pode', 'explicar', 'família', 'os', 'bolsonaro']","['RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…']",0.4694810211658478
129,53,129_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
130,53,130_estup_revelar_audiência_programa,"['estup', 'revelar', 'audiência', 'programa', 'shelp', 'fazer', 'deve', 'vai', 'diogo', 'guga']","['RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…', 'RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…', 'RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…']",0.7992411255836487
131,53,131_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
132,52,132_lado_analfabeta_envergonhadas_notadamente,"['lado', 'analfabeta', 'envergonhadas', 'notadamente', 'ficaram', 'falecida', 'sra', 'polí', 'horrorosa', 'idade']","['RT : A bancada da , ao lado de Amanda Klein notadamente ficaram envergonhadas, estar ao lado de uma analfabeta polí…', 'RT : A bancada da , ao lado de Amanda Klein notadamente ficaram envergonhadas, estar ao lado de uma analfabeta polí…', 'RT : A bancada da , ao lado de Amanda Klein notadamente ficaram envergonhadas, estar ao lado de uma analfabeta polí…']",0.8691842590387051
133,52,133_policiais_câmeras_márcio_frança,"['policiais', 'câmeras', 'márcio', 'frança', 'htt', 'levar', 'favor', 'direita', 'nem', 'invertida']","['RT : Nem o Márcio França é a favor de câmeras para os policiais. A Amanda Klein levar invertida da esquerda e da direita. htt…', 'RT : Nem o Márcio França é a favor de câmeras para os policiais. A Amanda Klein levar invertida da esquerda e da direita. htt…', 'RT : Nem o Márcio França é a favor de câmeras para os policiais. A Amanda Klein levar invertida da esquerda e da direita. htt…']",0.5855597332119942
134,52,134_estup_revelar_audiência_programa,"['estup', 'revelar', 'audiência', 'programa', 'shelp', 'fazer', 'deve', 'vai', 'diogo', 'guga']","['RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…', 'RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…', 'RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…']",0.7992411255836487
135,52,135_disparada_exala_aband_olhar,"['disparada', 'exala', 'aband', 'olhar', 'algumas', 'ganha', 'difícil', 'ódio', 'pessoas', 'vasconcelos']","['RT : A Amanda Klein exala ódio em seu olhar. Ganha disparada da Renata Vasconcelos. Como é difícil para algumas pessoas aband…', 'RT : A Amanda Klein exala ódio em seu olhar. Ganha disparada da Renata Vasconcelos. Como é difícil para algumas pessoas aband…', 'RT : A Amanda Klein exala ódio em seu olhar. Ganha disparada da Renata Vasconcelos. Como é difícil para algumas pessoas aband…']",0.8607638283417776
136,51,136_bra_negão_linhadefrente_comenta,"['bra', 'negão', 'linhadefrente', 'comenta', 'alessandro', 'população', 'pl', 'participação', 'sabatina', 'jornal']","['RT : #LinhaDeFrente | Alessandro Negão comenta participação de Bolsonaro (PL) na sabatina do Jornal da Manhã: ""A população bra…', 'RT : #LinhaDeFrente | Alessandro Negão comenta participação de Bolsonaro (PL) na sabatina do Jornal da Manhã: ""A população bra…', 'RT : #LinhaDeFrente | Alessandro Negão comenta participação de Bolsonaro (PL) na sabatina do Jornal da Manhã: ""A população bra…']",0.8291490077972412
137,51,137_colossal_jaír_esculacho_dá,"['colossal', 'jaír', 'esculacho', 'dá', 'em', 'tantas', 'karai', 'espalhem', 'éssuaí', 'bo']","['RT : Jaír dá esculacho colossal em Amanda Klein !!!!!!!!!', 'RT : Jaír dá esculacho colossal em Amanda Klein !!!!!!!!!', 'RT : Jaír dá esculacho colossal em Amanda Klein !!!!!!!!!']",0.5317911651788974
